cluster,barcode,abo_url,system_id,year,marker,work_title,main_title
38,Z180055801,http://data.onb.ac.at/ABO/+Z180055801,AC10472894,1603,TravelogueD17 Europa,Warhaffte Beschreibung Zweyer Raisen,Warhaffte Beschreibung Zweyer Raisen/ welcher Erste (die Badenfahrt genannt) der DVrchleuchtig Hochgeborne Fürst vnnd Herr/ Herr Friderich Hertzog zu Württemberg vnnd Teckh/ Graue zu Mümppelgart/ Herr zu Heidenheim/ Ritter beeder vhralten Königlichen Orden/ in Franckreich S. Michaels/ vnd Hosenbandts in Engellandt/ etc. im Jahr 1592. Von Mümppelgart auß/ in das weitberhümbte Königreich Engellandt: hernach im zu ruck ziehen durch die Niderlandt biß widerumb gen Mümppelgart/ wol verrichtet:; Die Ander/ so Hochgemelter Fürst auß Jhrer Fürst. Gn. Landts zu Württemberg Hauptstatt Stuttgarten/ im Jahr 1599. in Italiam gethan/ vnd von Rom auß/ durch vil andere Ort/ widerumb gen Stuttgart Anno 1600. im Mayen/ glücklich heimgelangt: Wie auß der Geographischen diser Andern Jtalianischen Raiß beygefügter Land Tafeln Wegweiser eigentlich zusehen:; Auff Hochgedachter Jhrer F. G. gnadligen Befelch von dero Mitraisenden/ in Engellandt Jacob Rahtgeben/ KammerSecretarien: in Jtalien/ Heinrich Schickhart/ Jhrer F. Gn. Bawmeistern/ (wie in derselbiger Raiß Titul an seinem Ort weiter zufinden) auffs kürzst vnd fleissigest von Tag zu Tag verzeichnet: vnnd Mit Woch Hochgedachter Jhrer F. G. gnädiger bewilligung sampt vorhergehendem Württembergischem Newen Jahr/ etc. zusamen in Truck gefertiget Durch M. Erh. Cellivm Poet. Et Hist. Professorem bey Fürstlicher löblicher Hohenschul zu Tübingen
38,Z180620103,http://data.onb.ac.at/ABO/+Z180620103,AC09738292,1607,TravelogueD17 Orient; TravelogueD17 Afrika Asien Europa,Enchiridion Orientalischer Reiß; 1607,Enchiridion Orientalischer Reiß Hanns Jacob Breunings/ von vnnd zu Buchenbach/ so er in Türckey/ benandtlichen in Griechenlandt/ Egypten/ Arabien/ Palestinam/ vnd in Syrien/ vor dieser zeit verrichtet
38,Z185157302,http://data.onb.ac.at/ABO/+Z185157302,AC11092682,1601,TravelogueD17 Nordamerika Südamerika,,"Neundter vnd Letzter Theil Americæ, Darin[n] gehandelt wird/ von gelegenheit der Elementen/ Natur/ Art vnd eigenschafft der Newen Welt:; Jtem von derselben Völcker/ Abergläubischen Götzendienst/ Policey vnd Regiments Ordnung : Beneben einem feinen Register oder Catalogo, aller Könige/ von anfang jhrer Königreich an/ biß auff den letzten König der Mexicaner, Moteçuma genannt/ den andern deß Nahmens/ Sampt eÿgentlicher Beschreibung der Wahl/ Krönung/ vnd Todt derselben/ vnd letzlich was diese Jndianer für Krieg wider einander geführet haben. Alles auffs trewlichst aus Niederländischer Beschreibung Iohan. Hugen von Lintschotten/ in vnser Hochteutsche Sprache versetzet/ durch Iohannem Humberger VVetterauium. Ferner auch von der Reise der fünff Schiffe/ so im Junio deß 1598. Jahrs/ in Hollandt außgefahren/ der meynung/ durch das Fretum Magelanum zu den Moluckischen Jnseln zu schiffen/ wie sie nemlich von einanderkommen vnd zerstrewet worden/ also daß nur allein der Hauptmann Sebald de VVeert, sampt noch einem Schiff beysammen blieben/ vnd auff die vier Monat lang/ mit grosser gefahr in dem Freto sich auffgehalten/ Welcher auch endlich/ als er vber die 2. Jahr auff solcher Reise elendiglich zugebracht/ mit einem Schiffe/ Anno 1600. vnverrichter Sache wider anheim kommen. Zu nutz  vnd ergetzlichkeit Teutscher Nation/ aus Niederländischer Sprach beschrieben/ durch M. Gothardt Artus von Dantzig. Alles mit schönen Kupfferstücken gezieret/ vnd an Tag gegeben/ durch Dietrichs de Bry seligen Wittib/ vnd zween Söhne"
38,Z180713907,http://data.onb.ac.at/ABO/+Z180713907,AC09924062,1655,TravelogueD17 Europa,,Peregrinatio Compostellana. Wallfarth und Weegweiser zu dem fernen S. Jacob in Gallicia; GOtt und seinen Heyligen zu Ehren: Denen Wallferttigen zu nutzen: Anderen zu Christlichem Trost: Geschehen/ vnd beschriben auff heuriges Iubileum Compostellanum M. DC. LV.; Von M. Christophoro Guntzinger/ Beneficiato Neostadij Austriæ
38,Z165271500,http://data.onb.ac.at/ABO/+Z165271500,AC10393829,1610,TravelogueD17 Asien Afrika; TravelogueD17 Orient,"Itinerario ne lo Egypto, ne la Suria, ne la Arabia deserta & felice, ne la Persia, ne la India et ne la Ethiopia; (DE-588)4500019-0",Hodęporicon Indiæ Orientalis/ Das ist: Warhafftige Beschreibung Der ansehlich Lobwürdigen Reyß/ Welche der Edel/ gestreng vnd weiterfahrne Ritter/ H. Ludwig di Barthema von Bononien aus Italia bürtig/ Jnn die Orientalische vnd Morgenländer/ Syrien/ beide Arabien/ Persien vnd  Jndien/ auch in Egypten vnd Ethyopien/ zu Land vnd Wasser persönlich verrichtet; Neben eigentlicher Vermeldung Vielerley Wunderbahren Sachen/ so er darinnen gesehen vnd erfahren/ Alß da seynd man[n]igfaltige sorten von Thieren vnd Gewächsen/ Deßgleichen allerhand Völcker sitten / Leben/ Polycey/ Glauben/ Ceremonien vnnd gebräuch/ sampt anderer seltzamen denckwürdigen dingen/ daselbst zusehen: Vnd endlich/ Was er für angst/ noht vnd gefahrt in der Heidenschafft vieler ort außgestanden:; Alles von jhme H. Barthema selber in Jtalianischer Sprach schrifftlich verfasst/ vnd nu aus dem Original mit sonderm fleiß verdeutzscht: Mit Kupfferstücken artlich geziert/ und auffs new in Truck verfertiget: Durch Hieronymum Megiserum
38,Z181207700,http://data.onb.ac.at/ABO/+Z181207700,AC10306082,1606,TravelogueD17 Orient; TravelogueD17 Asien Europa,Devotissimo viaggio di Gerusalemme; 1587,Deliciæ Hierosolomytanæ & totius Palæstinæ. Das ist/ Bilgerfahrt in das Heilige Land/; darin[n] nicht allein dasselbige sampt seinen heiligen Ortern zu Jerusalem Bethlehem/ Bethanien/ vnnd an dem Fluß Jordan/ etc. angezeigt werden. Neben einer schönen vnd notwendigen vnderweysung/ was zu solcher Reiß nötig/ Wie man dieselbige anfahen vnd auff dem gantzen Weg sich verhalten soll: Dergleichen zuuor nie in Truck außgangen; Erstlich in Jtalianischer Spraach beschrieben durch Herrn Johan Schwallarten Rittern des H. Grabs. Jetzo aber verteutscht durch G. E. L.
38,Z166666101,http://data.onb.ac.at/ABO/+Z166666101,AC10230776,1604,TravelogueD17 Europa,Warhaffte Beschreibung Zweyer Raisen,Warhaffte Beschreibung Zweyer Raisen:; welcher Erste (die Badenfahrt genannt) der DVrchleuchtig Hochgeborne Fürst vnnd Herr/ Herr Friderich Hertzog zu Württemberg vnnd Teckh/ Graue zu Mümppelgart/ Herr zu Heidenheim/ Ritter beeder vhralten Königlichen Orden/ in Franckreich S. Michaels/ vnd Hosenbandts in Engellandt/ etc. im Jahr 1592. Von Mümppelgart auß/ in das weitberühmbte Königreich Engellandt: hernach im zuruck ziehen durch die Niderlandt biß widerumb gen Mümppelgart/ wol verrichtet: Die Ander/ So Hochgemelter Fürst auß Jhrer Fürst. Gn. Landts zu Württemberg Hauptstatt Studtgarten/ im Jahr 1599. in Italiam gethan/ vnd von Rom auß/ durch vil andere Ort/ widerumb gen Studtgart/ Anno 1600. im Mayen/ glücklich heimgelangt: Wie auß dem / der Geographischen diser Andern Jtalianischen Raiß beygefügter Landt Tafeln Wegweiser eigentlich zusehen; Auff Hochgedachter Jhrer Fürst. Gn. gnädigen Befelch von dero mitraisenden/ in Engellandt Jacob Rathgeben/ Kammer Secretarien: Jn Jtalien/ Heinrich Schickharten/ Jhrer F. Gn. Bawmeistern/ (wie in selbiger Raisen Titul an seinem Ort weiter zufinden) auffs kürtzest vnd fleissigest von Tag zu Tag verzeichnet/ Vnd sampt vorhergehendem Württembergischen Newen Jahr/ etc. Erhardi Cellii Professoris zu Tübingen: mit vor Hochgedachter Jhrer Fürst. Gnaden gnädiger bewilligung/ durch eundem Cellium abermal zusamen in Truck verfertiget
38,Z177004902,http://data.onb.ac.at/ABO/+Z177004902,AC07551565,1662,TravelogueD17 Asien Europa; TravelogueD17 Orient,,"Newe Reißbeschreibung nacher Jerusalem vndt dem H. Landte,; waß darinnen Denckwürdiges zu sehen, wie auch von der Türcken Glauben, Handel vndt Leben; in aller kürtze beschrieben vndt in Druckh außgangen durch Lavrentivm Slisansky"
38,Z157645002,http://data.onb.ac.at/ABO/+Z157645002,AC10239953,1659,TravelogueD17 Asien Europa Afrika; TravelogueD17 Orient,Reyßbuch deß heyligen Lands,"Bewehrtes Reißbuch deß Heiligen Lands/ Oder/ Eine gründliche Beschreibung aller Meer= und Bilgerfahrten zum heiligen Lande/ so von vielen hohen/ auch andern Stands Personen/ zu Wasser und Land vorgenommen/ und durch wunderbarlich Abendtheur nebenst grosser Gefahr Leibs und Guts vollbracht worden. Da auch weiters Die eigentliche Beschreibung deß gantzen Heiligen Lands Palæstinæ, sampt desselben Landschaften/ Städten/ Dörffern/ Flüssen und andern dergleichen zu befinden ist/ und darneben angezeigt/ was in den mächtigen Land Jndien und Persien wunderbares von Antiquitäten/ unbekannten Erdgewächsen und seltzamen Thieren können gesehen werden. Endlich Von gemeldter Ort und Landen Einwohnern/ Türcken und Arabern/ so auch anderer Nationen/ Religion/ Ceremonien: Wie auch ihren Weltlichen Recht und Policey=Ordnung/ Kriegs=Regiment/ Sitten und Gebräuchen. Beneben einem ordentlichen Register aller denckwürdigen Materien und Sachen"
38,Z170738205,http://data.onb.ac.at/ABO/+Z170738205,AC10405921,1603,TravelogueD17 Orient; TravelogueD17  Asien Europa,,Bilgerfahrt vnd Beschreibung der Hierusolomitanischen Reiß in das heylig Land/ vnnd deren Prouintzen Palestina/ wie es zu jetziger Zeit beschaffen/; w[a]z noch an Antiquiteten/ an allen vnd jeden H: Oertern vn[d] sonsten zusehen. Daneben ein schöne Lehr vnnd Vnderweisung eines Christlichen Bilgers/ so sich auff solche Reiß begeben will/ wie er die anfahen/ auch sich auff der Straß verhalten/ vnd für wem er sich fürzusehen vnd zuhieten hat/ etc. Welche Reiß der ehrwürdig/ geistlich vnd wolgelehrt Herr Petrus Villinger/ weilund Pfarherrn zu Art/ inn der Eidgenoschafft oder Schweitzerland/ An[n]o 1565. fürgenommen vnd dan[n] 1568. vollendet/ vnd nachmals selbst beschriben. Neben Vermeldung deß erlitnen erschröcklichen Schiffbruchs/ jämerlichen/ langwirigen Gefencknus/ vnd ellender Peinigung vnd Todts seiner Mittbrüder. Vnd letstlich von seiner glücklichen Erledigung/ etc.
39,Z166828101,http://data.onb.ac.at/ABO/+Z166828101,AC10143407,1675,TravelogueD17 Afrika,"<<Die>> Africanische, Auff der Guineischen Gold-Cust gelegene Landschafft Fetu; 1673","<<Die>> Africanische/ Auf der Guineischen Gold=Cust gelegene/ Landschafft Fetu,; Warhafftig und fleissig/ aus eigener acht=jähriger Erfahrung / genauer Besichtigung / und unablässiger Erforschung beschrieben/ auch mit dienlichen Kupffern/ und einem Fetuischen Wörter=Buche gezieret/; Durch Wilhelm Johann Müller/ von Harburg bürtig/ Acht Jahr lang gewesenen Prediger/ der Christlichen Dennemärckischen Africanischen Gemeine"
39,Z179146505,http://data.onb.ac.at/ABO/+Z179146505,AC10143408,1676,TravelogueD17 Afrika,"<<Die>> Africanische, Auff der Guineischen Gold-Cust gelegene Landschafft Fetu; 1673","<<Die>> Africanische/ Auf Der Guineischen Gold=Cust gelegene Landschafft Fetu,; Wahrhafftig und fleissig Auß Eigener Acht=jähriger Erfahrung/ genauer  Besichtigung/ und unablässiger Erforschung beschrieben/ Auch mit dienlichen Kupffern/ Und einem Fetuischen Wörter=Buche geziehret/; Durch Wilhelm Johann Müller/ von Haarburg bürtig. Acht Jahr lang gewesenen Prediger/ der Christl. Dennemarckischen Africanischen Gemeine. Jetzto von neuem durchgesehen und vermehret"
39,Z156584406,http://data.onb.ac.at/ABO/+Z156584406,AC09741211,1686,TravelogueD17 Europa,Brief account of some travels in divers parts in Europe; 1673,"<<Edward Brown, M. D. Auf genehmgehaltenes Gutachten und Veranlassung der Kön. Engell. Medicinischen Gesellschafft in London>> Durch Niederland/ Teutschland/ Hungarn/ Serbien/ Bulgarien/ Macedonien/ Thessalien/ Oesterreich/ Steiermarck/ Kärnthen/ Carniolen/ Friaul etc. gethane gantz sonderbare Rejsen/; Worbey tausenderley merckwürdige Seltsamkeiten/ verschiedener Königreiche/ Länder/ ober= und unter=irdischer verwunderlicher Gebäue/ Städte/ Bäder/ Brünnen/ Flüsse/ Berge/ wie auch Gold=Silber=Kupffer=Bley= und Queck=Silber=Minen und anderer Mineralien etc. benebenst einem woluntersuchten Unterschied vielerley Völcker/ deren Religionen/ Sprach=Arten/ Kleidung/ Leibs= und Gemüths=Beschaffenheit: Fremder Thiere/ Früchte etc. auf das eigentichst=deutlichst=und lebhaffteste vorgestellet werden. Auf eine recht ungemeine/ gelährte/ in andern deßfals ausgegebenen Schrifften nicht=befindliche Weise/ mit durch und durch beygebrachten hochvernünftigen Anmerckungen anfangs in Englischer nachgehends in Holländischer Sprach beschrieben/ Nunmehr aber aus der letzern in die Hoch=Teutsche übersetzet/ und dem gemeinen Besten zu Nutz/ auch denen sonst Neuigkeits=Lieb=Gesinnten zu verhoffentlich mercklichem Gefallen/ als ein stattliches mit einigen netten Kupfferblatten ausgeziertes/ auch einem nöthigen Register erläutertes Werck/ auf vieler Verlangen/ durch offentlichen Druck gemein gemacht"
39,Z171736009,http://data.onb.ac.at/ABO/+Z171736009,AC10211025,1675,TravelogueD17 Europa Asien; TravelogueD17 Orient,,<<Der beeden Königl. ErbFürstenthümer Schweidnitz und Jauer in Schlesien Hochverordneten LandesBestelltens Des HochEdelgebohrnen Herren Heinrich von Poser und GroßNedlitz/>> Lebens= und Todes Geschichte/; Worinnen das TageBuch seiner Reise von Constantinopel aus durch die Bulgarey/ Armenien/ Persien und Jndien ans Liecht gestellet; von Dessen danckbahrem Sohne Heinrich von Poser und GroßNedlitz/ auff Tschechen/ Nieder Körnitz/ Obereck/ gedachter Fürstenthümer Königlichem Manne/ und OberSteuerEinnehmer sonst Dem Geprüfeten
39,Z18287220X,http://data.onb.ac.at/ABO/+Z18287220X,AC10282956,1675,TravelogueD17 Europa,Lapponia,<<Joannis Schefferi von Straßburg>> Lappland/; Das ist: Neue und wahrhafftige Beschreibung von Lappland und dessen Einwohnern/ worin viel bißhero  unbekandte Sachen von der Lappen Ankunnft/ Aberglauben/ Zauberkünsten/ Nahrung/ Kleidern/ Geschäfften/ wie auch von den Thieren und Metallen so es in ihrem Lande giebet/ erzählet/ und mit unterschiedlichen Figuren für gestellet worden
39,Z180648502,http://data.onb.ac.at/ABO/+Z180648502,AC09732089,1671,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,"Rélation du voyage de Mgr. l’evêque de Beryte par la Turquie la Perse, les Indes … jusqu’au royaume de Siam","<<M. de Bourges>> Wahrhaffte und eigendliche Erzehlung von der Reise des Bischofs von Beryte/ Auß Franckreich zu Wasser und Lande nach China, Nemlich Auß Marsilien übers Mittel=Meer nach Algier und so ferner ruch Syrien/ Arabien/ Persien/ und unterschiedne Jndianische Landschafften/; Mit genauer Beschreibung der Städte und Plätze/ Gottesdienste und Sitten der Völcker/ sam[m]t derer zu dieser Reise nützlichen Kosten/ item von der Müntze/ so in selbigen Landen gangbar. Verteutscht durch T. R. C. S. C. S. Mit zugefügten Kupfferstücken gezieret"
39,Z164599303,http://data.onb.ac.at/ABO/+Z164599303,AC10314757,1696,TravelogueD17 Südamerika,,"<<RR. PP. Antonii Sepp, Und Antonii Böhm, Der Societät Jesu Priestern Teutscher Nation/ deren der erste aus Tyrol an der Etsch zu Caltern/ der ander aus Bayrn Gebürtig/>> Reiß=Beschreibung/ wie dieselben aus Hispanien in Paraquarien kommen; Und Kurtzer Bericht der denckwürdigisten Sachen selbiger Landschafft/ Völckeren/ vnd Arbeitung der sich alldort befindeten PP. Missionarium. gezogen; Aus den durch R. P. Sepp Soc. Jesu, mit eigner Hand geschribnen Briefen/ zu mehrern Nutzen Von Gabriel Sepp von und zu Rechegg leiblichen Bruedern in Druck gegeben"
39,Z20322520X,http://data.onb.ac.at/ABO/+Z20322520X,AC09716233,1676,TravelogueD17 Europa,HochFürstlicher Brandenburgischer Ulysses,Hochfürstl. Brandenburgischer Ulysses:; oder Verlauf der Länder Reise/ welche Der Durchleuchtigste Fürst und Herr/ Herr Christian Ernst Marggraf zu Brandenburg/ zu Magdeburg/ in Preußen/ zu Stettin/ Pommern/ der Cassuben und Wenden/ auch in Schlesien/ zu Crossen und Jägerndorf Herzog/ Burggraf zu Nürnberg/ Fürst zu Halberstadt/ Minden und Cammin/ durch Teutschland/ Frankreich/ Jtalien und die Niederlande höchstlöbl. verrichtet:; Aus denen Reis-Diariis zusammengetragen und beschrieben/ durch Sigmund von Birken C. Com. Pal.
39,Z175847409,http://data.onb.ac.at/ABO/+Z175847409,AC09805802,1698,TravelogueD17 Asien,Relation de l'inquisition de Goa; (DE-588)4520588-7,"<<Die>> Niemals erhörte Tyranney und Grausamkeit Der Portugiesischen Inquisition,; Oder Des Geistlichen Richter=Stuels/ Jn der Ost=Jndianischen Haupt=Statt Goa; Nunmehro erstesmal entdecket durch einen allda lange Zeit gefangen gesessenen und heftig gemarterten Römisch=Catholischen Franzosen. Aus dem Frantzösischen in das Teutsche übersetzet/ Und mit schönen Kupffern ausgezieret; [Charles Dellon]"
39,Z160331002,http://data.onb.ac.at/ABO/+Z160331002,AC10256579,1605,TravelogueD17 Europa Asien,"Vier Bücher Wunderbarlicher biß daher unerhörter, und ungleublicher Indianischer reysen, durch die Lufft, Wasser, Landt, Helle/, Paradiß, und den Himmel",Vier Bücher Wunderbarlicher bisz daher vnerhörter/ vnd vngleublicher Jndianischer Reysen/ durch die Lufft/ Wasser/ Land/ Helle/ Paradiso/ vnd den Himmel; Beschrieben von Dem grossen Alexander. Dem Plinio Secundo. Dem Oratore Luciano. Vnd von S. Brandano. Mit etlichen warhafften/ jedoch bey vielen Gelehrten glaubwirdigen Lügen. Vnsern lieben Teutschen zur Lere vnnd kurtzweiliger ergetzung/ aus Griechischer vnd Lateinischer Sprach mit fleiß verteutschet; Durch Gabriel Rollenhagen
39,Z16868510X,http://data.onb.ac.at/ABO/+Z16868510X,AC09949658,1678,TravelogueD17 Europa,,"Denckwürdige Schiff=Reise Nach dem Groß=Hertzogthum Moscovien oder Rußland/ So in nächst=abgeflossenem 1677. Jahr von Amsterdam in Holland aus/ dahin geschehen:; Darinnen zugleich die sonst unglaublich=grosse Gefahr/ welche diese reisende Personen/ auf solcher Schif=Fahrt/ ausgestanden/ ehe dann sie/ durch gnädige und wunderbare Rettung Gottes/ bey der berühmten Kauff= und Handel=Stadt Archangel angelangt/ umständlich/ und leßwürdig erzehlet wird;; Anfangs aufgesetzt/ und in Niederländischer Sprach beschrieben Durch David Abraham Herfer, Als Augen=Zeugen und Geferten dieser gefährlichen Seefahrt/ nunmehr aber/ Zur Ergötzung des Teutschen Lesers/ auch in unsere Teutsche Mutter=Sprache übergesetzt/ und zum Druck gegeben Durch Leonhard Loschge/ Buchhändlern in Nürnberg"
39,Z159579008,http://data.onb.ac.at/ABO/+Z159579008,AC10418216,1679,TravelogueD17 Arktis,Relation du Groenland; 1647,Ausführliche Beschreibung des theils bewohnt= theils unbewohnt= so genannten Grönlands/; in zwey Theile abgetheilt: Deren erster handelt von des Alt= (nunmehro verlohrnen) Grönlands Gelegenheit/ Erfindung/ Jnwohnern/ Fruchtbarkeit/ Gewächsen/ Thieren vnd Meerwundern. Der andere: von dem Neuen (durch Suchung des alten/ gefundenen) Grönland/ Eigenschafft der Wilden/ und viel andern merckwürdigen Dingen mehr. Nebenst Einem kurtzen Begriff der seltsamen Reisen/ so M. Forbeisser/ Gotzke Lindenau/ Christian Richard/ und die Koppenhagen=Grönländische Gesellschafft / alt Grönland wieder zu finden/ in unterschiedlichen Jahren gethan. Mit Anfügung des Tagbuchs eines die Durchfahrt zwischen Grönland und America suchenden Dänischen Schiffes: wie auch des kurtzen Jnhalts und seltsamen Zufälle der Holl= und Seeländischen Schiffsausrüstung nach Nova Zembla zu eben dem Ende vorgenommen: Sampt Erzehlung der wunderbaren Zufälle/ so dreymal Sieben Personen/ welche den Winter über auf den Spitzbergen und der Mauritiusbay sich aufgehalten/ begegnet/ und wie elendiglich sie unkommen sind. Beschrieben/ und mit verschiedenen Historischen Anhängen durchgehends erklärt und erweitert durch S von V.
39,Z203220900,http://data.onb.ac.at/ABO/+Z203220900,AC09877215,1692,TravelogueD17 Asien,,<<Christoff Frikens>> Ost=Jndianische Räysen und Krieges=Dienste/ Oder eine Außführliche Beschreibung/ was sich Zeit solcher/ nemlich von A. 1680. biß A. 1685. so zu See/ als zu Land/ in offentlichen Treffen und Scharmüzeln/ in Belagerungen/ Stürmen und Eroberungen der Heydnischen Plätze und Sädte/ im Marchiren und Quartieren/ mit ihme und seinen beygefügten Cameraden hin und wieder begeben/ Da dann insonderheit der Bantamische Krieg auf Groß=Java von Anfang biß zu Ende warhafftig vorgestellet und entworffen/ Wie nicht weniger Verschiedene Außländische Völcker/ Thiere und Gewächse/ dem Geneigten Leser zu annehmlicher Belustigung/ vorgestellet und beschrieben worden
39,Z159573808,http://data.onb.ac.at/ABO/+Z159573808,AC09628948,1674,TravelogueD17 Orient; TravelogueD17 Asien,Viaggi; (DE-588)1037094795,"<<Petri Della Valle, Eines vornehmen Römischen Patritii>> Reiß-Beschreibung in unterschiedliche Theile der Welt"
39,Z180663709,http://data.onb.ac.at/ABO/+Z180663709,AC08553942,1674,TravelogueD17  Asien Europa; TravelogueD17 Orient,,"<<Stephan Gerlachs deß Aeltern>> Tage=Buch/ Der von zween Glorwürdigsten Römischen Käysern/ Maximiliano und Rudolpho, Beyderseits den Andern dieses Nahmens/ Höchstseeligster Gedächtnüß/ An die Ottomannische Pforte zu Constantinopel Abgefertigten/ Und durch den Wohlgebohrnen Herrn Hn. David Ungnad/ Freyherrn zu Sonnegk und Preyburg etc. Römisch=Käyserl. Raht/ Mit würcklicher Erhalt= und Verlängerung deß Friedens/ zwischen dem Ottomannischen und Römischen Käyserthum und demselben angehörigen Landen und Köngreichen etc. Glücklichst=vollbrachter Gesandtschafft: Auß denen Gerlachischen/ Zeit Seiner hierbey bedienten Hoff=Prediger=Ampts=Stelle/ eygenhändig auffgesetzten und nachgelassenen Schrifften/ Herfür gegeben durch Seinen Enckel M. Samuelem Gerlachium"
39,Z207115102,http://data.onb.ac.at/ABO/+Z207115102,AC09955533,1670,TravelogueD17 Afrika; TravelogueD17 Orient,Itinerário; (DE-588)1024679276,<<P. Hieronymi eines Jesuiten in Portugal>> Neue Beschreibung und Bericht von der wahren Beschaffenheit 1. des Mohrenlandes/ sonderlich des Abyssinischen Käyserthums. 2. Des Ursprungs Nyli. 3. Wo das Einhorn zufinden. 4. Warumb der Abyssiner Käiser Priester Johannes genen[n]et werde. 5. Wie das Rothe Meer beschaffen/ undwoher es diesen Namen habe. 6. Von unterschiedlichen Arten der Palmenbäume/ und von ihrer Tugend und Nutzbarkeit; Alles aus langwüriger Erfahrung zusammengetragen/ und dem Weltkündigem Leser zur angenehmen Nachricht in die Teutsche Sprach übersetzt
39,Z17845860X,http://data.onb.ac.at/ABO/+Z17845860X,AC10434248,1659,TravelogueD17 Europa Asien Afrika; TravelogueD17 Orient,Warhafftige Reiß-Beschreibung,"Warhafftige Reiß=Beschreibung/; Auß eigener Erfahrung/ Von Teutschland/ Croatien/ Jtalien/ denen Jnsuln Sicilia, Maltha, Sardinia, Corsica, Majorca, Minorca, Juica und Formentera , deßgleichen von Barbaria, Egypten/ Arabien/ und dem gelobten Lande ; wie auch von Hispanien/ Franckreich/ Niderland/ Lothringen/ Burgund/ und andern Orthen. Und was sich hin und her/ sowol zu Land/ als auch bey unterschidlichen gefährlichen Schiff=fahrten/ auff dem Hadriatischen und Mediterraneischen Meer/ in Galleonen/ Vasellen/ Galleen/ Fregaten/ Falucken/ und dergleichen Schiffen. Nicht weniger bey denen wunderbahren brennenden Bergen/ als dem Vesuvio bey Neaples; la Sol fatara bey Puzzuolo; dem Stromboli und Vulcano, mitten im Meer nahend bey wie auch dem Montgibello (sonsten Æthna genant) in Sicilia gelegen. So dann in den Frantzösisch=Spannisch=Niderländisch= und andern Kriegen/ bey Scharmützeln/ Belägerungen und Haupt=Schlachten/ begeben und zugetragen/ etc.; Auff der  Eilffjährigen Reise/ Hieronymi Welschen/ Fürstl. Würtemberg. Rent=Cammer=Rahts. Von ihme selbsten beschrieben und verfertiget"
39,Z166663604,http://data.onb.ac.at/ABO/+Z166663604,AC09995786,1670,TravelogueD17 Asien,"Journael of kort verhael van`t begin, voortangh en eynde des Oorloghs tusschen den koningh en verdere regeeringe van Macassar","Journal, Oder  Kurtze Erzehlung des Anfangs/ Fort= und Außgangs des Krieges/ welcher zwischen dem König und mehrerer Regierunge des Reichs Macassar und der Oost=Jndischen Compagnie der vereinigten Niederlanden in den Jahren 1666. 1667. 1668. und 1669. geführet worden; Darinnen angezeiget werden die herrlichen Siege der gemeldeten Compagnie gegen das Macassarische Reich/ erhalten unter der tapfferen Anführunge des Edlen Herrn Cornelis Speelmann. Alten Gouverneur der Lande Choromandel &c. Benebenst deren Friedens Articulen. Außm Niederländischen übersetzet"
39,Z155909506,http://data.onb.ac.at/ABO/+Z155909506,AC09994471,1652,TravelogueD17 Europa Asien; TravelogueD17 Orient,De kleyne wonderlijcke werelt; 1649,Historische Beschreibung Der kleinen wunder Welt/ Welche liegt in den Käyserthumen/ Königreichen/ und Ländern: Als Türkeyen/ Vngern/ Pohlen/ Reussen/ Böhmen/ Oesterreich/ Deutschland/ Spanien/ Franckreich/ Jtalien/ Engeland/ das gelobte Land/ Newe Jerusalem/ Ost= und WestJndien; Beschrieben wie auch durch gereist/ Von Jacob Josten Spraachmeister von Amsterdam/ in 10. Sprachen. Vnd aus der Holländischen Spraach in die Hochdeutsche gebracht. Auch verbessert von zehenderley Artzneyen
39,Z156569405,http://data.onb.ac.at/ABO/+Z156569405,AC09846891,1672,TravelogueD17 Europa,"L'Europe vivante ou relation nouvelle, historique et politique de tous ses estats selon la face qu'ils ont",Jetztlebenden Europæ; Begreiffend Die Beschreibung einer Reyse in Teutschland in den Monaten April/ May/ Junio/ Julio und Augusto des Jahrs 1669. Darinnen zu sehen Der gegenwärtige Zustand vieler Ständen Chur= und Fürsten deß H. R. Reichs. Der Vrsprung ihres Geschlechts/ ihr Wachsthumb und Verbündnüsse/ sampt einer Beschreibung Der Fürstlichen Personen und einer Lobschrifft der vornehmsten Personen so dieser Zeit in den Staats=Sachen/ in dem Krieg und in den Wissenschaften berühmt seynd
39,Z159573900,http://data.onb.ac.at/ABO/+Z159573900,AC09628949,1674,TravelogueD17 Asien; TravelogueD17 Orient,Viaggi; (DE-588)1037094796,"<<Petri Della Valle,>> Reiß-Beschreibung in die Orientalische Länder"
39,Z202951005,http://data.onb.ac.at/ABO/+Z202951005,AC10471323,1669,TravelogueD17 Südamerika,Guineischer und Americanischer Blumen-Pusch,<<Erasmi Francisci>> Guineischer und Americanischer Blumen=Pusch:; Welcher Einen ergetzlichen Geruch mancherley mercklicher Eigenschafften/ wunderlicher Thiere/ Vögel/ Fische/ fremder Weisen/ Sitten/ Gebräuche selbiger Länder; u.a. m. imgleichen aller Könige in Peru und Mexico Geschichten und denckwürdigen Verrichtungen von sich streuet. Nebenst beygedrucktem Anhang der/ hiebey zugleich neu=auffgelegten/ Michael Hemmersams sel. Guineisch= und West=Jndianischen Reisebeschreibung
