Spalte1,Systemnummer,MMS-ID,Volltext,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Druckort normiert ; GND-ID,Verlagsort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr normiert,Kollation,Illustrationen,Format,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Spalte2,Inhalt,Enthaltenen Werke,Schlagworte,Marker,Signatur,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Kollation2,4,Barcode,Spalte3,Spalte4,Spalte5
211,AC10473585,990036430120603338,http://data.onb.ac.at/ABO/%2BZ257368909,"Schleusing, Georg Adam; (DE-588)121578283",Neu-entdecktes Sibyrien; 1690,,"Neu=entdecktes Sieweria, Worinnen die Zobeln gefangen werden/ wie es anietzo angebaut und bewohnet ist/; Nebst desselbigen Landes=Gräntzen/ so wohl biß an Kithaiskia, Königreich China und die gantze Asiatische Tartarey/ als auch Samojedia und Nova Zembla. Zum andermahl/ Auff Begehren Curieuser Liebhaber auffgelegt/ jedoch in vielen Stücken verbessert und vermehret/ auch mit desselbigen Landes=Charta, so ein Schlüssel zum gantzen Wercke/ und mit andern Kupffer Stücken gezieret und herauß gegeben; von Georg Adam Schleisfing",,Zum andernmahl/ Auff Begehren Curieuser Liebhaber auffgelegt/ jedoch in vielen Stücken verbessert und vermehret,Gedruckt in Zittau,Zittau; (DE-588)4067897-0,Zittau; (DE-588)4067897-0,bey Michael Hartmann,"Hartmann, Michael; (DE-588)130117307","Hartmann, Michael; (DE-588)130117307",1693,1693,"4 ungezählte Seiten, 99 Seiten, 7 ungezählte gefaltete Blätter Bildtafeln","6 Illustrationen, 1 Karte",8°,ger,,,,,,,,,,,,,,,,Zobelfang; Sibirien; Landeskunde; Reise; Sibirien; Geschichte 1684 circa,TravelogueD17 Asien,568983-A MAG,"Die Illustrationen umfassen ein gestochenes Frontispiz, ein gestochenes Porträt, 4 Holzschnitt-Illustrationen, eine Karte. - Titelblatt in Rot- und Schwarzdruck. - Holzschnitt-Zierleisten, Initialen und eine Holzschnitt-Vignette am Ende "," Bibliografischer Nachweis: Variante zu VD17 7:695984C (hier mit 2 nach dem Titelblatt eingefügten Blättern ""Ad Lectoren Benevolum""). - Werktitel nach der ersten Ausgabe, 1690 ", Blatt )?(1a-)?(2b: Vorrede Ad Lectorem Benevolum. - In Cap. VIII auch Reisebericht: Von der Reise auß Tobolsko biß die Najagische Tartarey auff die berühmte Haupt- und Handels-Stadt selbigen Landes Astrachan. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt in Zittau/ bey Michael Hertmann/ 1693. ," Signaturformel: [1], )?(2, A-F8",,Z257368909,,,
5,AC09974255,990031332330603338,http://data.onb.ac.at/ABO/%2BZ168354209,"Schmidel, Ulrich; (DE-588)118945882",Wahrhafftige Historien einer wunderbaren Schiffart; (DE-588)4247028-6,Schiffart; 4,"Vierte Schiffart. Warhafftige Historien. Einer Wunderbaren Schiffart/ welche Vlrich Schmidel von Straubing/ von Anno 1534. biß Anno 1554, in Americam oder Neuwewelt/ bey Brasilia vnd Rio della Plata gethan; Was er in diesen Neuntzehen Jahren außgestanden/ vn[d] was er für seltzame Wunderbare Länder vnd Leut er gesehen:; durch ermelten Schmidel selbst beschrieben/ An jetzt aber an Tag geben mit Verbesserung vnd Corrigierung der Stätt/ Lä nder [!]  vnd Flüß Namen/ deßgleichen mit einer nothwendigen Landtaffel/ Figuren/ vnd anderer mehr Erklerung/ gezieret/ Durch Levinvm Hvlsivm",,Editio Secvnda,Noribergæ,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,Impensis Levini Hulsij,"Hulsius, Levinus; (DE-588)117056235",,1602,1602,"8 ungezählte Seiten, 103 Seiten, 16 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Bildtafel","18 Illustrationen, 1 Karte",4°,ger,,,VD17 32:630491T,,"Hulsius, Levinus; (DE-588)117056235",,,,"Hulsius, Levinus; (DE-588)117056235","Hulsius, Levinus; (DE-588)117056235",,Reisebericht,,,,"Südamerika; Reise; Geschichte 1534-1554; Schmidel, Ulrich; Brasilien",TravelogueD17 Südamerika,393577-B MAG,"Die Illustrationen sind 1 Kupferstich-Porträt, 1 illustrierender Titelkupfer und 15 Kupferstich-illustrationen, 1 Kupferstich-Wappen, 1 Kupferstich-Karte. - Holzschnitt-Vignetten und Holzschnitt-Initialen im Text.  ; Gedruckte Marginalien ", Bibliografischer Nachweis:  VD17 32:630491T ; Sabin ," Blatt A2a-A3a: Widmungsvorrede des Herausgebers und Verlegers Levinus Hulsius an Johann Philipp, Bischof von Bamberg. - Blatt A3b-A4b: Vorrede des Levinus Hulsius an den Leser (""Nothwendige Erinnerung an den günstigen Leser""). - Blatt B1a: Vorrede des Ulrich Schmidel. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Noribergæ. Impensis Lvini Hulsij Anno 1602. ", Signaturformel: A-O4,,Z168354209,,,
6,AC13779145,990051043130603338,http://data.onb.ac.at/ABO/%2BZ168351403,"Schmidel, Ulrich; (DE-588)118945882",Wahrhafftige Historien einer wunderbaren Schiffart; (DE-588)4247028-6,Schiffart; 4,Vierdte Schiffart. Warhafftige Historien. Einer Wunderbaren Schiffart/ welche Vlrich Schmidel von Straubing/ von Anno 1534. biß Anno 1554. in Americam oder Neuwewelt/ bey Brasilia vnd Rio delle Plate gethan; Was er in diesen Neuntzehen Jahren außgestanden/ vn[d] was für seltzame Wunderbare Länder vnd Leut er gesehen:; durch ermelten Schmidel selbst beschrieben/ An jetzt aber an Tag geben mit Verbesserung vnd Corrigierung der Stätt/ Läner vnd Flüß Namen/ deßgleichen mit einer nothwendigen Landtaffel / Figuren/ vnd anderer mehr Erklerung/ gezieret. Durch Levinvm Hvlsivm,,Editio Tertia,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,bey Erasmo Kempffern;Jn Verlegung Leuini Hulsii Wittibe,"Hulsius, Maria; (DE-588)1174910941","Kempfer, Erasmus; (DE-588)1037504186",1612,1612,"2 ungezählte Seiten, 104 Seiten, 2 ungezählte gefaltete Blätter Karten, 16 ungezählte Blätter Bildtafeln","18 Illustrationen, 2 Karten",4°,ger,,,VD17 23:299629U,,"Hulsius, Levinus; (DE-588)117056235",,,,"Hulsius, Levinus; (DE-588)117056235",,,Reisebericht,,,,"Reise; Südamerika; Brasilien; Geschichte 1534-1554; Schmidel, Ulrich",TravelogueD17 Südamerika,"568641-B.1,4 MAG","Die Illustrationen sind 1 Kupferstich-Porträt, 2 Kupferstich-Karten, 1 illustrierender Titelkupfer, 16 Kupferstich-Illustrationen. - Holzschnitt-Vignetten und Initialen im Text. ; Gedruckte Marginalien ", Bibliografischer Nachweis: Bircher B 7267 ; VD17 23:299629U ; Sabin ," Blatt A2a-A4a: Vorrede des Herausgebers Levinus Hulsius an den Leser (""Vorrede an den Leser. Nothwendige Erinnerung an den günstigen Leser.""). - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt:  Gedruckt zu Franckfurt am Mayn/ bey Erasmo Kempffern/ Jn Verlegung Leuini Hulsii Wittibe. Jm Jahr 1612. ", Signaturformel: A-N4,,Z168351403,,,
47,AC09625311,990034574110603338,http://data.onb.ac.at/ABO/%2BZ163301306,"Schmidel, Ulrich; (DE-588)118945882",Wahrhafftige Historien einer wunderbaren Schiffart; (DE-588)4247028-6,[America]; 7,Das VII. Theil America Warhafftige vnd liebliche Beschreibung/ etlicher fürnemmen Jndianischen Landschafften und Jnsulen/ die vormals in keiner Chronicken gedacht/ vnd erstlich in der Schiffahrt Vlrici Schmidts von Straubingen/ mit großer Gefahr erkündigt/ vnd von ihm selber auff das fleissigste beschrieben vnd dargethan; Vnd an den Tag gebracht durch Dieterich von Bry,,Jetzo zum dritten mal auffgelegt und gebessert durch Johan-Theodor de Bry [i.e. Dritte Auflage],Oppenheim,Oppenheim; (DE-588)4043637-8,Oppenheim; (DE-588)4043637-8,Gedruckt bey Hieronymo Gallern;an den Tag gebracht durch Dieterich von Bry,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Galler, Hieronymus; (DE-588)136199127",1617 [1624],1624,"2 ungezählte Seiten, 51 Seiten, 2 ungezählte Seiten, III Blätter",5 Illustrationen,2°,ger,,,VD17 1:671867H,,"Bry, Theodor <<de>>; (DE-588)118516418",,,,"Merian, Matthaeus; (DE-588)118581090",,,Reisebericht,,,,Amerika;Forschungsreise;Amerika;Geschichte 16. Jh. - 17. Jh.;Indianer;Spanier;Amerika;Kolonisation;Geschichte;Spanien;Kritik;Südamerika; Reise; Reise; Südamerika; Expedition; Geschichte 1534-1554,TravelogueD17 Südamerika,253767-D.7 MAG,Die Illustrationen umfassen 1 illustrierenden Kupferstich-Rahmen auf dem Titelblatt und 4 Kupferstich-Illustrationen. - Holzschnitt-Vignetten und Initialen im Text ; Gedruckte Marginalien ," Bibliografischer Nachweis: VD17 1:671867H ; Groesen (2008), Nr. *188 ; Sabin III, S. 54. -  Nicht identisch mit VD17 23:267893M (anderer Kupferstich auf S. 1). - Verleger ist Johann Theodor De Bry ", Vorlageform der Veröffentlichungsangabe auf dem Titelblatt des enthaltenen Teils: Franckfurt. Jn Verlegung Johannis Theodori De Bry S. Erben. M. DC. XXIV. ," Signaturformel: A-E4, F6, a4",,Z163301306,,,
33,AC05861716,990051199780603338,http://data.onb.ac.at/ABO/%2BZ168352705,"Schouten, Willem Corneliszoon; (DE-588)12845847X","Journael ofte beschryvinghe van de wonderlicke reyse, ghedaen door Will Cornelisz Schouten van Hoorn, inde jaren 1615, 1616 en 1617; 1618",Schiffart; 16,"<<Die>> sechzehende Schifffahrt. Journal/ Oder Beschreibung der wunderbaren Reise Wilhelm Schouten auß Hollandt/ im Jahr 1615. 16. vnd 17.; Darinnen er eine neuwe Durchfahrt neben dem Freto Magellanico, welche bißhero noch vnbekannt gewesen/ in die Suyd See entdeckt. Beneben erzehlung/ was für Land/ Jnsuln/ Leut/ allda gefunden/ vnd sich sonsten auff der Reise in der Suyd See zugetragen. Mit schönen LandCharten/ vnd Kupfferstücken erklärt",,,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,durch Nicolaum Hoffmann/;sumptibus Hulsianis,"Hulsius, Maria; (DE-588)1174910941","Hoffmann, Nikolaus; (DE-588)1037502779",Jm Jar M.DC.XIX,1619,"90 Seiten, 9 ungezählte gefaltete Blätter Bildtafeln","7 Illustrationen, 3 Karten",4°,ger,dut,Aus dem Niederländischen übersetzt,VD17 23:237082U,,,,,,,,,Reisebericht,,,,Entdeckungsreise; Schiffsreise; Geschichte 1615-1617; Weltreise,TravelogueD17 Afrika Asien Südamerika Ozeanien,"568641-B.2,16 MAG","Die Illustrationen sind 1 illustriender Titelkupfer, 3 Kupferstich-Karten und 6 Kupferstich-Illustrationen  - Vignetten und Initialen im Text. - Gedruckte Marginalien "," Bibliografischer Nachweis: VD17 23:237082U ; Sabin 33669 ; Henze V, 87 ", Blatt A2a-A3b: Vorrede. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Franckfurt am Mayn/ durch Nicolaum Hoffmann/ sumptibus Hulsianis. Jm Jar M. DC. XIX. ," Signaturformel: A-L4, M1",,Z168352705,,,
51,AC11092815,990044009900603338,http://data.onb.ac.at/ABO/%2BZ185157508,"Schouten, Willem Corneliszoon; (DE-588)12845847X","Journael ofte beschryvinghe van de wonderlicke reyse, ghedaen door Will Cornelisz Schouten van Hoorn, inde jaren 1615, 1616 en 1617; 1618","[America]; [11,1]",Historische Beschreibung/ Der wunderbarlichen Reyse/ welche von einem Holländer/ Willhelm Schouten genandt/ neulicher Zeit ist verrichtet worden:; Darinnen angezeigt wird/ Durch was Mittel vnd Weise/ er gegen Mittag/ der Magellanischen Strassen/ einen newen vnd bißhero vnbekandten Weg in die Sud=See eröffnet habe: Auch Was für Länder/ Jnsuln/ Völcker/ vnd wunderbarlicher Sachen/ jhme in gemelter Sud=See auffgestossen seyen/ Alles von newem mit herrlichen Landtafeln/ vnd schönen Kupfferstücken gezieret/ vnd ans Tage Liecht gegeben/ Durch vnd in Verlegung Johann=Dieterich von Bry,,,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,Durch Paull Jacobi;in Verlegung Johann=Dieterich von Bry,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Jacobi, Paul; (DE-588)12231509X",1619,1619,"35 Seiten, 2 ungezählte Seiten, IX Blätter, 2 ungezählte gefaltete Blätter Karten","10 Illustrationen, 3 Karten",2°,ger,dut,Aus dem Niederländischen übersetzt,VD17 23:232382P,,,,,,"Bry, Johann Theodor <<de>>; (DE-588)11851640X",,,Reisebericht,,,,"Amerika;Forschungsreise;Amerika;Geschichte 16. Jh. - 17. Jh.;Indianer;Spanier;Amerika;Kolonisation;Geschichte;Spanien;Kritik;Schiffsreise; Schouten, Willem Corneliszoon; Weltreise; Le Maire, Jacob; Geschichte 1615-1617; Entdeckungsreise",TravelogueD17 Südamerika Asien Afrika Ozeanien,"77.C.30.(Vol.11,1) PRUNK","Die Illustrationen umfassen 1 illustrierenden Titelkupfer, 3 Kupferstich-Karten, 9 Kupferstich-Illustrationen. - Holzschnitt-Vignetten und Initialen im Text ; Gedruckte Marginalien "," Bibliografischer Nachweis: Groesen (2008), Nr. 201 ; VD17 23:232382P ; Sabin III, S. 57 ", Seite 3-4: Vorrede. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Getruckt zu Franckfurt am Mayn/ Durch Paull Jacobi: Jm Jhar/ M. DC. XIX. ," Signaturformel: A6, B-E4, F6",,Z185157508,,,
95,AC02064682,990000669580603338,,"Schouten, Willem Corneliszoon; (DE-588)12845847X","Journael ofte beschryvinghe van de wonderlicke reyse, ghedaen door Will Cornelisz Schouten van Hoorn, inde jaren 1615, 1616 en 1617; 1618",,Warhaffte Beschreibung Der Wunderbarlichen Räyse vnd Schiffart/ so Wilhelm Schout von Horn/ auß Hollandt nach Suden gethan/; vnd was gestalt er hinter der Magellanischen Enge/ ein newe vnd zuuor vnbekante Durchfahrt in die Sudersee gefunden. Neben kurtzer Anzeig der Landschafften/ Jnsuln/ Völckern/ so er auff angedeuter Räyß angetroffen. Sampt etlich beygelegten Kupfferstücken,,,Gedruckt zu Arnheim,Arnheim; (DE-588)4002980-3,Arnheim; (DE-588)4002980-3,Bey Jan Jansen,"Jansson, Jan; (DE-588)122316924","Jansson, Jan; (DE-588)122316924",1618,1618,"19 ungezählte Blätter, 6 ungezählte gefaltete Blätter","6 Illustrationen, 3 Karten",4°,ger,dut,Aus dem Niederländischen übersetzt,VD17 14:656339S,,,,"Claesz, Aris",,,,,Reisebericht,,,,Weltreise; Geschichte 1615-1617; Schiffsreise; Entdeckungsreise,TravelogueD17 Asien Afrika Südamerika Ozeanien,304024-B MAG,"Die Illustrationen sind 6 Kupferstich-Illustrationen, 3 Kupferstich-Karten. - Holzschnit-Vignette auf dem Titelblatt, Holzschnitt-Initialen und Vignetten im Text "," Bibliografischer Nachweis: NUCPre56 529, 660. - Willem Corneliszoon Schouten ist angeblicher Verfasser (vgl. Groesen 2008, Nr. 201) ", Blatt A2a-b: Vorrede. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Arnheim/ Bey Jan Jansen/ Anno 1618. ," Signaturformel: A-D4, E3",,,,,
224,AC08171604,990057710680603338,http://data.onb.ac.at/ABO/%2BZ257382001,"Schouten, Wouter; (DE-588)100265278",Oost-Indische Voyagie; 1676,,"Ost-Jndische REyse:; Worin erzehlt wird Viel gedenckwürdiges/ und ungemeine seltzame Sachen/ bluhtige See= und Feld-schlachten/ wieder die Portugisen und Makasser; Belägerungen/ Bestürmungen/ und Eroberungen vieler fürnehmer Städte und Schlösser. Wie auch Eine eigendliche Beschreibung der fürnehmsten Ost-Jndischen Landschaften/ Königreiche/ Jnseln und Städte; Jhre Gesetze/ Sitten/ Religion, Kleidung; Jtem: der Tiere/ Früchte und Gewächse/ ec. Zugleich Eine ausführliche Erzehlung/ was sich in der gefährlichen Zurückreise nach Holland/ zwischen den Ost-Jndischen Retour-Schiffen/ und den Engelländern, im Jahr 1665. in der Stadt Bergen in Norwegen/ wie auch in der Nord-See/ merckenswürdiges zugetragen hat; Alles beschrieben durch Mster Walter Schultzen, von Harlem. Nebenst noch Dem gefährlichen Schiffbruch des Jagt-Schifs/ ter schelling genant; Von Frantz Janß. von der Heyde/ aufgezeichnet. Mit vielen kunstreichen Figuren geziert. Und Aus dem Niederländischen ins Hochteutsche übergesetzet durch J. D.",,,Jn Amsterdam,Amsterdam; (DE-588)4001783-7,Amsterdam; (DE-588)4001783-7,Bey Jacob von Meurs/ und Johannes von Sommern,"Meurs, Jacob <<van>>;;Someren, Joannes <<van>>; (DE-588)1089246331;;(DE-588)1037511786","Meurs, Jacob <<van>>;;Someren, Joannes <<van>>; (DE-588)1089246331;;(DE-588)1037511786",1676,1676,"4 ungezählte Seiten, 291, das heißt 376 Seiten, 5 ungezählte Blätter, 17 ungezählte Doppelblätter Bildtafeln, 2 ungezählte gefaltete Doppelblätter Bildtafeln, 64 Seiten",64 Illustrationen,2°,ger,dut,Aus dem Niederländischen übersetzt,VD17 39:135467E,,,"Deusing, Johann; (DE-588)12207145X","Heiden, F.J. <<van der>>; (DE-588)1089503822",,"Decker, Coenraet; Bosboom, D.; (DE-588)124175996",,,Reisebericht,,,,Forschungsreise; Schiffsreise; Ostindien; Geschichte 1658-1664,TravelogueD17 Asien,393717-C MAG,"Die Illustrationen sind 1 Kupferstich-Porträt (des Verfasser Wouter Schouten), 1 illustrierender Kupfertitel, 42 Kupferstich-Illustrationen im Text und 19 doppelseitige Kupferstich-Illustrationen (teilweise signiert von C. Decker und D. Bosboom). - Vignetten und Initialen im Text. - Text zweispaltig ; Gedruckte Marginalien ", Bibliografischer Nachweis: VD17 39:135467E. - Übersetzer bibliografisch ermittelt nach VD17 , Ungezählte Seite 3-4: Vorrede an die Leser. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Jn Amsterdam / Bey Jacob von Meurs / und Johannes von Sommern. Anno 1676. Mit Freyheyt.,,,Z257382001,,,
189,AC10307407,990034732750603338,http://data.onb.ac.at/ABO/%2BZ105572305,"Schweigger, Salomon; (DE-588)117653772",Ein newe Reyßbeschreibung auß Teutschland Nach Constantinopel und Jerusalem; 1608,,Ein newe Reyßbeschreibung auß Teutschland Nach Constantinopel vnd Jerusalem; Darinn die gelegenheit derselben Länder/ Städt/ Flecken/ Gebew etc. der innwohnenten Völcker Art/ Sitten/ Gebreuch/ Trachten/ Religion vnd Gotteßdienst etc. Jn sonderheit die jetzige ware gestalt deß H. Grabs/ der Stadt Jerusalem vnd anderer heiligen Oerter/ darbey allenthalben der heiligen Schrifft vnd deß Authoris Meinung hievon. Jtem welcher gestalt vnd was die Röm. Keys. Maj. durch jhrn Legaten dem Türckischen Keyser/ auch dessen fürnembsten Officirn/ jedem besonder zur Praesent vnter wegen vnd zu Constantinopel damals überlieffern lassen/ sampt dasselben werth vnd der Legaten Ampt/ Habilitation/ jährlichen Besoldung etc. vnd gantzen Vnkosten daselbst. Deß gleichen deß Türckischen Reichs Gubernation/ Policey/ Hofhaltung/ nutzbarkeit deß Reysens/ vnd vielerley andern lustigen sachen/ Mit hundert schönen newen Figuren/ der gleichen nie wird gewesen seyn/ Jn III. vnterschiedlichen Büchern; Auffs fleissigst eigner Person verzeichnet vnd abgerissen Durch Salomon Schweigger/ damal Diener am Evangelio übers dritt Jar zu Constantinopel etc. Dieser Zeit aber Prediger der Kirchen zu vnder Frawen inn Nürnberg. Vnd jetzo auff offtes begehrn vieler fürnemer/ erfahrner vnd guthertziger Leut menniglich so wol zum Trost vnd Warnung als zur Lust,,,Gedruckt vnnd verlegt zu Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,durch Johann Lantzenberger,"Lantzenberger, Johann; (DE-588)1034262378","Lantzenberger, Johann; (DE-588)1034262378",1608,1608,"46 ungezählte Seiten, 341 Seiten, 1 ungezählte Seite, 9 ungezählte teilweise gefaltete Blätter Bildtafeln","89 Illustrationen, 1 Notenbeispiel, 3 Schriftbeispiele",4°,ger,,,VD17 23:246653P,,,,"Frischlin, Nicodemus;Antherus, Nicolaus;Cnodius, Mauritius;Major, Johann;Porschius, Heinrich;Zorrer, Joseph; (DE-588)118693719;(DE-588)124821081",,"Ullrich, Heinrich; (DE-588)130026034",,Nürnberg; (DE-588)4131902-3,Reisebericht,,,,Jerusalem; Reise; Geschichte1577-1581; Wallfahrt; Naher Osten; Orient; Naher Osten,TravelogueD17 Orient; TravelogueD17 Europa Asien,35858-B MAG,"Die Illustrationen sind 84 Holzschnitt-Illustrationen, ein Kupferstich-Porträt des Verfassers Salomon Schweigger, 4 Holzschnitt-Porträts, 1 illustrierendes Holzschnitt-Wappen, 3 Schriftbeispiele, 1 Notenbeispiel. - Titelblatt in Rot- und Schwarzdruck. - Holzschnitt-Vignetten und Initialen im Text ; Gedruckte Marginalien "," Bibliografischer Nachweis: Tobler, Bibliographia geographica Palaestinae, S. 81-82 ; VD17 23:246653P ; Yerasimos (1991), S. 317 "," Blatt a2a-c2b: Widmungsvorrede des Verfassers Salomon Schweigger an den Rat der Stadt Nürnberg, Datum 27.08.1608. - Blatt c3a-d4a: Lobgedichte auf den Verfasser von Johann Major, Joseph Zorrer, Nicolaus Antherus, Mauritius Cnodius und Nicodemus Frischlin in lateinischer Sprache und griechischer Sprache.- Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt vnnd verlegt zu Nürnberg/ durch Johann Lantzenberger. M. DCVIII. "," Signaturformel: a-f4, A-Z4, Aa-Vv4 ; Blatt Vv4 unbedruckt",,Z105572305,,,
190,AC10307408,990034732760603338,http://data.onb.ac.at/ABO/%2BZ159579306,"Schweigger, Salomon; (DE-588)117653772",Ein newe Reyßbeschreibung auß Teutschland Nach Constantinopel und Jerusalem; 1608,,Ein newe Reyßbeschreibung auß Teutschland Nach Constantinopel vnd Jerusalem; Darinn die gelegenheit derselben Länder/ Städt/ Flecken/ Gebeu/ etc. der innwohnenten Völcker Art/ Sitten/ Gebräuch/ Trachten/ Religion vnd Gottesdienst/ etc. Jnsonderheit die jetzige ware gestalt deß H. Grabs/ der Stadt Jerusalem vnd anderer heiligen Oerter/ darbey allenthalben der heiligen Schrifft vnd deß Authoris Meynung hievon. Jtem welcher gestalt vnd was die Röm. Käys. Maj. durch jhrn Legaten dem Türckischen Käyser/ auch dessen fürnembsten Officirn/ jedem besonder zur Praesent vnter wegen vnd zu Constantinopel damals überliefern lassen/ sampt desselben werht vnd der Legaten Ampt/ Habilitation/ jährlichen besoldung/ ect. vnd gantzen Vnkosten daselbst. Deßgleichen deß Türckischen Reichs Gubernation/ Policey/ Hofhaltung/ nutzbarkeit deß Reysens/ vnd vielerley andern lustigen sachen/ Mit hundert schönen newen Figuren/ dergleichen  nie wirdt gewesen seyn/ Jn III. vnterschiedlichen Büchern; Auffs fleissigst eigner Person verzeichnet vnd abgerissen Durch Salomon Schweigger/ damal Diener am Evangelio übers dritt Jahr zu Constantinopel/ etc. Dieser zeit aber Prediger der Kirchen zu vnser Frawen in Nürnberg. Vnd jetzo auff offtes begehrn vieler fürnemer/ erfahrner vnnd guthertziger Leut männiglich so wol zum Trost vnd Warnung als zur Lust/ zum andern mal,,zum andern mal [i.e. 2. deutsche Ausgabe],Gedruckt und verlegt zu Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,durch Katharina Lantzenbergerin,"Lantzenberger, Johann, Witwe; (DE-588)1037532813","Lantzenberger, Johann, Witwe; (DE-588)1037532813",1613,1613,"44 ungezählte Seiten, 340 Seiten, 4 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel, 8 ungezählte gefaltete Blätter Bildtafeln","98 Illustrationen, 1 Notenbeispiel, 3 Schriftbeispiele",4°,ger,,,VD17 3:600868P,,,,"Antherus, Nicolaus;Frischlin, Nicodemus;Cnodius, Mauritius;Major, Johann;Porschius, Heinrich;Zorrer, Joseph; (DE-588)118693719;(DE-588)124821081",,"Ullrich, Heinrich; (DE-588)130026034",,Nürnberg; (DE-588)4131902-3,Reisebericht,,,,Jerusalem; Reise; Geschichte 1577-1581; Wallfahrt; Orient; Naher Osten,TravelogueD17 Asien Europa; TravelogueD17 Orient,48.E.31 PRUNK,"Die Illustrationen umfassen einen illustrierendes Holzschnitt-Wappen, 3 Holzschnitt-Porträts, 95 Holzschnitt-Illustrationen, einen Porträt-Kupferstich des Verfassers Salomon Schweigger, 1 Notenbeispiel, 3 Schriftbeispiele. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten im Text ; Gedruckte Marginalien "," Bibliografischer Nachweis: Tobler, Bibliographia geographica Palaestinae, S. 81-82 ; VD17 3:600868P ; Yerasimos (1991), S. 317. "," Blatt a2a-c2b: Widmungsvorrede des Verfassers Salomon Schweigger an den Rat der Stadt Nürnberg, Datum 27.08.1608. - Blatt c3a-d4b: Lobgedichte auf den Verfasser von Johann Major, Joseph Zorrer, Nicolaus Antherus, Mauritius Cnodius und Nicodemus Frischlin in lateinischer Sprache und griechischer Sprache. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt vnd verlegt zu Nürnberg/ durch Katharina Lantzenbergerin/ M. DC. XIII. "," Signaturformel: a-e4, f2, , A-Z4, Aa-Tt4, Vv2",,Z159579306,,,
