ko,MMS-ID,Volltext,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur
AC10161843,990033246980603338,http://data.onb.ac.at/ABO/%2BZ185182709,"Norden, Frederik Ludvig ; (DE-588)119223236",Voyage d'Égypte et de Nubie; 1757; http://viaf.org/viaf/292391424,,<<Friedrichs Ludewigs Norden Königlich Dänischen Schiffcapitains und Mitgliedes der Königlichen Großbritannischen Societät der Wissenschaften zu London>> Beschreibung seiner Reise durch Egypten und Nubien; mit den Anmerkungen des D. Templemann nach der englischen Ausgabe ins Deutsche übersetzt und mit einem Vorberichte versehen von Johann Friederich Esaias Steffens Senatore des Ministerii und Hauptpastore an der Cosmä= und Damiankirche der Stadt. Zwei Theile. Mit Kupfern,,,Breslau und Leipzig,Breslau; (DE-588)4008216-7 .- Leipzig; (DE-588)4035206-7,,verlegts Johann Ernst Meyer,"Meyer, Johann Ernst; (DE-588)1037496558",,1779,1779,"12 ungezählte Seiten, LXXXIV, 516 Seiten, 32 ungezählte Seiten, 7 gefaltete Blätter","6 Illustrationen, 1 Karte",6 ,1 ,8°,"Die Illustrationen umfassen 1 Kupferstich-Karte, 5 Kupferstich-Illustrationen bzw. Pläne. - Vignette im Text","Bibliografischer Nachweis: VD18 ; Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 1021 ; Engelmann, 168. - Werktitel nach VIAF und Griep. - Berichtzeitraum des Reiseberichts aus Quelle (s. Vorrede) entnommen, so auch Griep, 1021.","Ungezählte Seite 3-12: Widmungsvorrede des Übersetzer Johann Friederich Esaias Steffens an Georg Arnold von Spilcker. - Seite I-LXXXIV: Vorrede dess., Datum Stade 07.12.1778","Signaturformel: *6, a-e8, f2, A-Z8, Aa-Ll8, Mm2",ger,fre,Aus dem Englischen übersetzt. Originalsprache des Werkes ist Französisch,VD18 14804638,,"Steffens, Johann Friedrich Esaias; (DE-588)100850812","Steffens, Johann Friedrich Esaias; (DE-588)100850812","Templeman, Peter; (DE-588)132766124",,,"Steffens, Johann Friedrich Esaias; (DE-588)100850812","Spilcker, Georg Arnold",Reisebericht,,,Ägypten; Forschungsreise; Nubien; Geschichte 1737-1738; Orient; Osmanisches Reich,TravelogueD18 Orient; TravelogueD18 Afrika,,77.Y.29.(Vol.1); PRUNK
AC10177432,990033406000603338,http://data.onb.ac.at/ABO/%2BZ116262609,"Pagès, Pierre Marie François <<de>> ; (DE-588)1016937091",Voyage autour du monde et vers les deux pôles par terre et par mer; 1782,,"<<Herrn de Pages Königl. Französischen Schifskapitains, Ritters vom St. Ludwigsorden Korrespondenten der Akademie der Wissenschaften zu Paris>> Reisen um die Welt und nach den beiden Polen zu Lande und zur See in den Jahren 1767, 1768, 1769, 1770, 1771, 1773, 1774 und 1776; Aus dem Französischen übersetzt. Mit 7 Karten",,,Frankfurt und Leipzig,Frankfurt am Main; (DE-588)4018118-2 .- Leipzig; (DE-588)4035206-7,,bei Johann Georg Fleischer,"Fleischer, Johann Georg; (DE-588)136000126",,1786,1786,"32 ungezählte Seiten, 716 Seiten, 1 ungezählte Seite, 1 ungezähltes mehrfach gefaltetes Blatt Karte, 7 ungezählte gefaltete Blätter","1 Illustration, 7 Karten",1 ,7 ,8°,Die Illustrationen umfassen 7 Kupferstich-Karten und 1 Titelkupfer,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Holzmann-Bohatta III, 8091 ; Fromm 19509 ; VD18 11360925","Ungezählte Seite 3-4: Schreiben des Verfassers an den Grafen von C., Datum St. Domingo 10.05.1750","Signaturformel: *4, **8, ***4, A-Z8, Aa-Zz8, [2]",ger,fre,Aus dem Französischen übersetzt,VD18 11360925,,,"Schneidler, Gottlob Lorenz; (DE-588)115887326",,,"Burucker, Johann Michael; (DE-588)1016938268",,,Reisebericht,,,Weltreise; Ostindien; Nordamerika; Philippinen; Java; Geschichte 1767-1771; Weltreise; Indischer Ozean; Arabien; Naher Osten; Geschichte 1773-1776; Osmanisches Reich,TravelogueD18 Asien Afrika Nordamerika; TravelogueD18 Orient,,251659-B; MAG
AC10205065,990033689110603338,,"Pococke, Richard ; (DE-588)11768757X",<<A>> description of the East and some other countries; 1743-1745; http://viaf.org/viaf/23146462712527772442,,<<Richard Pocockes>> Beschreibung des Morgenlandes und einiger anderer Länder; Aus dem Englischen übersetzt durch Christian Ernst von Windheim und von dem Canzler von Mosheim mit einer Vorrede versehen,,,Erlangen,Erlangen; (DE-588)4015299-6,,Jm Verlage des Stiftshauses,Stiftshaus; (DE-588)6147161-6,,1754,1754,3 Bände,,,,4°,Bibliografischer Nachweis: VD18 11140410 ; Bibliografie Reiseliteratur Eutin,,,,ger,eng,Aus dem Englischen übersetzt,VD18 11140410,,,"Windheim, Christian Ernst <<von>>; (DE-588)115445471",,,,,,Reisebericht,,,Orient; Reise; Geschichte 1737-1742; Naher Osten; Nordafrika,TravelogueD18 Afrika Asien; TravelogueD18 Orient,,
AC10205066,990033689120603338,,"Pococke, Richard ; (DE-588)11768757X",<<A>> description of the East and some other countries; 1743-1745; http://viaf.org/viaf/23146462712527772442,,<<D. Richard Pococke's>> Beschreibung des Morgenlandes und einiger anderer Länder,,"Neue Ausgabe nach der englischen Grundschrift genau durchgesehen und verbessert von D. Johann Friedrich Breyer Hochfürstl. Brandenburgischen Hofrath, und ordentlichen öffentl. Lehrer der Weltweisheit auf der Friedrich=Alexanders=Universität Erlangen und mit Anmerkungen erläutert von D. Johann Christian Daniel Schreber Hochfürstl. Brandenb. Onolz= und Culmbachischen Hofrath, und Prof. der Kräuterwissenschaft und Oekonomie auf ermeldeter Universität",Erlangen,Erlangen; (DE-588)4015299-6,,im Verlage der Waltherschen Buchhandlung,Walthersche Kunst- und Buchhandlung; (DE-588)1042224595,,1791-1792,1791,3 Bände,,,,4°,"Bibliografischer Nachweis: Engelmann 120 ; Holzmann-Bohatta III, 9188 ; Stuck I, 1119 ; Bibliografie Reiseliteratur Eutin ; VD18 11217405 ; Chatzipanagioti-Sangmeister, 0835",,,,ger,eng,Aus dem Englischen übersetzt,VD18 11217405,,"Breyer, Johann Friedrich; (DE-588)116495200 .- Schreber, Johann Christian Daniel; (DE-588)118795449","Windheim, Christian Ernst <<von>>; (DE-588)115445471 .- Mosheim, Johann Lorenz <<von>>; (DE-588)118737147","Breyer, Johann Friedrich; (DE-588)116495200 .- Schreber, Johann Christian Daniel; (DE-588)118795449",,,,,Reisebericht,,,Griechenland; Reise; Naher Osten; Nordafrika; Mitteleuropa; Geschichte 1737-1742; Osmanisches Reich,TravelogueD18 Europa Asien Afrika; TravelogueD18 Orient,,
AC10249068,990034138200603338,http://data.onb.ac.at/ABO/%2BZ185186909,"Riedesel, Johann Hermann ; (DE-588)118884441",,,Reise durch Sicilien und Großgriechenland; [Johann Hermann Riedesel],,,Zürich,Zürich; (DE-588)4068038-1,Zürich; (DE-588)4068038-1,"bey Orell, Geßner, Füeßlin und Comp.","Orell, Geßner, Füßli & Cie.; (DE-588)5190670-3","Orell, Geßner, Füßli & Cie.; (DE-588)5190670-3",1771,1771,272 Seiten,1 Illustration,1 ,,8°,Die Illustration ist eine gestochene Titelvignette (gestochen von Salomon Gessner),"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Stuck I, 1202 ; Engelmann 946 ; Holzmann-Bohatta III, 11490 ; VD18 10530398 ; Tresoldi, 46 ; Chatzipanagioti-Sangmeister, 0879. - Anonym erschienen ; Verfasser bibliografisch ermittelt",Widmung an Johann Joachim Winckelmann,"Vorlageform der Veröffentlichungsangabe: Zürich, bey Orell, Geßner, Füeßlin und Comp. 1771. - Am Ende Preis-Angabe: Der Preiß ist 12. gr. oder 45. kr., Signaturformel: A-R8",ger,,,VD18 10530398,,,,,,"Geßner, Salomon; (DE-588)118538969","Riedesel, Johann Hermann; (DE-588)118884441","Winckelmann, Johann Joachim; (DE-588)118633600",Reisebericht,,,Griechenland; Reise; Sizilien; Geschichte 1767-1768; Italien; Osmanisches Reich,TravelogueD18 Orient; TravelogueD18 Europa,,77.Z.15; PRUNK
AC10277839,990034431950603338,,"Savary, Claude ; (DE-588)100405924",Lettres sur l'Égypte; 1785-1786,,"Zustand des alten und neuen Egyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung [et]c.; Aus dem Französischen des Herrn Savary",,,Berlin,Berlin; (DE-588)4005728-8,Berlin; (DE-588)4005728-8,bey Johann Friedrich Unger,"Unger, Johann Friedrich Gottlieb; (DE-588)11729327X","Unger, Johann Friedrich Gottlieb; (DE-588)11729327X",1786-1789,1786,4 Bände,,,,8°,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Holzmann-Bohatta IV, 746 ; Engelmann 169 ; Griep, Reiseliteratur und Geographica, 1230 ; Chatzipanagioti-Sangmeister, 0950",,,,ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,Briefsammlung; Reisebericht,,,Ägypten; Forschungsreise; Geschichte 1777; Ägypten; Landeskunde,TravelogueD18 Afrika; TravelogueD18 Orient,,
AC10280338,990034457500603338,http://data.onb.ac.at/ABO/%2BZ255406907,"Fourmont, Claude L. ; (DE-588)172889464",Description historique et géographique des plaines d'Heliopolis et de Memphis,,"Historische und Geographische Beschreibung der Gegend um Heliopolis und Memphis; Mit Kupfern; Aus dem Französischen des Jüngern Herrn Fourmont, Sr.Königl. Majestät in Frankreich, Dollmetschers der Morgenländischen Sprachen, übersetzt, und mit einigen Anmerkungen, auch vollständigen Register versehen, von Georg Friederich Casimir Schad",,,Nürnberg und Leipzig,Leipzig; (DE-588)4035206-7 .- Nürnberg; (DE-588)4042742-0,,,Bauer und Raspe; (DE-588)1072978504,,1782,1782,"48 ungezählte Seiten, 124 Seiten, 28 ungezählte Seiten, 4 ungezählte gefaltete Blätter","3 Illustrationen, 1 Karte",3 ,1 ,8°,"Die Illustrationen sind 1 Kupferstich-Karte, 2 Kupferstich-Pläne und 1 Kupferstich-Illustration. - Kupferstich-Vignetten, Holzschnitt-Vignetten und Zierleisten ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Stuck, I, 529 ; Engelmann, 168. - Werktitel nach VIAF. - Verleger ermittelt nach Bibliografie Reiseliteratur Eutin","Ungezählte Seite 3-8: Widmungsvorrede des Herausgebers und Übersetzers Schad an Karl Theodor, Pfalzgraf von Rhein.  Ungezählte Seite 9-12: Vorrede an die Leser",,ger,fre,Aus dem Französischen übersetzt,,,"Schad, Georg Friedrich Casimir; (DE-588)117092711","Schad, Georg Friedrich Casimir; (DE-588)117092711",,,,"Schad, Georg Friedrich Casimir; (DE-588)117092711",,Reisebericht,,,Forschungsreise; Afrika; Ägypten; Geschichte 1747-1750; Ägypten; Unter-; Geografie; Osmanisches Reich,TravelogueD18 Afrika; TravelogueD18 Orient,,244708-B; MAG
AC10312176,990034781970603338,http://data.onb.ac.at/ABO/%2BZ220430907,"Seidel, Friedrich ; (DE-588)13223338X",Denckwürdige Gesandtschafft an die Ottomannische Pforte,,"Denckwürdige Gesandtschafft an die Ottomannische Pforte; Welche ehmals auf Röm. Käys. Maj. Rudolphi II. Hohen Befehl Herr Fridrich von Krekwitz/ Sr. Maj. Reichs=Hof=Rath/ verrichtet, Nebst ausführlichem Bericht/ was hierney so wohl mit dem Herrn Oratore selbst, als denen Seinigen vorgelauffen/; aufgesetzt und schrifftlich hinterlassen von Fridrich Seideln, damalhl des Herrn Oratoris Apothecker, und nachmahls Bürgern in Troppaw: und wegen der sonderlichen Begebenheiten, mit Einer Vorrede und einigen Anmerckungen in Druck gegeben von M. Salomon Haußdorff aus Lauban/ Pastore zu Bernstadt in Ober=Lausitz",,,Görlitz,Eisenach; (DE-588)4014013-1 .- Görlitz; (DE-588)4021441-2,Eisenach; (DE-588)4014013-1,Verlegts Johann Gottlob Laurentius; druckts Johann Adolph Boetius,"Laurentz, Johann Gottlob; (DE-588)1037506367","Boetius, Johann Adolph; (DE-588)1037548817",1721,1721,"24 ungezählte Seiten, 164 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1 ,,8°,Die Illustration ist eine gestochenes Frontispiz. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; VD18 1160963X,"Blatt ):(2a-):(3b: Widmungsvorrede an Johann Christian Nesen von Salomon Haußdorff, Datum Bernstadt 28.05.1711. - Blatt ):(4a-):():(4b: Vorrede an den Leser, Datum 23.04.1711. - Versgedicht von Abraham Gast in lateinischer Sprache, Datum 03.09.1616",,ger,,,VD18 1160963X,,"Hausdorff, Salomon; (DE-588)12871848X",,,,,"Seidel, Friedrich; (DE-588)13223338X",,Reisebericht,,,"Reise; Gesandtschaft; Kreckwitz, Friedrich <<von>>; Geschichte 1591-1593; Osmanisches Reich; Orient",TravelogueD18 Asien Europa; TravelogueD18 Orient,,MF 3321; MIK .- 21.L.24; PRUNK
AC10312177,990034781980603338,http://data.onb.ac.at/ABO/%2BZ220430506,"Seidel, Friedrich ; (DE-588)13223338X",Denckwürdige Gesandtschafft an die Ottomannische Pforte,,"<<Friedrich Seidels>> Merckwürdige Reise=Beschreibung, Aus Teutschland, Wien, Oesterreich, Ungern, Türckey biß Constantinopel, An die Ottomannische Pforte. wegen Vieler sonderbahren Begebenheiten, Grausamkeiten und andern unglücklichen Merckwürdigkeiten dem Drucke überlassen.",,,Leipzig,Leipzig; (DE-588)4035206-7,Leipzig; (DE-588)4035206-7,bey David Richtern,"Richter, David; (DE-588)136763448","Richter, David; (DE-588)136763448",1733,1733,"1 ungezähltes gefaltetes Blatt, 22 ungezählte Seiten, 164 Seiten",,,,8°,Kein Illustrierender Inhalt. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten,Bibliografischer Nachweis: VD18 10380205 ; Bibliografie Reiseliteratur Eutin,"Blatt ):(2a-):():(4b: Vorrede an den Leser, Datum 23.04.1711. - Versgedicht von Abraham Gast in lateinischer Sprache, Datum 03.09.1616","Signaturformel: ):(8, ):():(4, A-K8, L2",ger,,,VD18 10380205,,,,"Gast, Abraham; (DE-588)120981971",,,,,Reisebericht,,,"Reise; Gesandtschaft; Kreckwitz, Friedrich <<von>>; Geschichte 1591-1593; Osmanisches Reich; Orient",TravelogueD18 Orient; TravelogueD18 Asien Europa,,21.L.22; PRUNK
AC10453536,990036224450603338,,,,,Reise und Beobachtungen durch Egypten und Arabien; aus den grossen Werken verschiedener gelehrten Reisenden; [herausgegeben von Jacob Samuel Wyttenbach],,,Bern und Winterthur,Bern; (DE-588)4005762-8 .- Winterthur; (DE-588)4066337-1,,"bey der typographischen Gesellschaft,; und Heinrich Steiner und Compagnie",Typographische Gesellschaft; (DE-588)5536415-9; Heinrich Steiner & Comp.; (DE-588)1073088146,,1779-1781,1779,2 Bände,,,,8°,Bibliografischer Nachweis: Holzmann-Bohatta III 11544 ; Bibliografie Reiseliteratur Eutin ; VD18 15663450,,,,ger,,,,,"Wyttenbach, Jacob Samuel; (DE-588)124607497",,,,,,,Reisebericht; Aufsatzsammlung,,,Ägypten; Reise; Orient; Reise; Aufsatzsammlung,TravelogueD18 Asien; TravelogueD18 Orient,,
AC09627177,990037379670603338,"http://data.onb.ac.at/ABO/%2BZ178425800;
http://data.onb.ac.at/ABO/%2BZ97793509","Gmelin, Samuel Gottlieb ; (DE-588)116685158",Reise durch Rußland zur Untersuchung der drei Naturreiche,,"<<Samuel Gottlieb Gmelins, Doctors der Arzney=Gelahrtheit, der Kayserl. Academie der Wissenschaften, der Königl. Großbritannischen zu London, der Holländischen Societät der Wissenschaften zu Harlem, und der freyen Oeconomischen Gesellschaft zu St. Petersburg, Mitgliedes>> Reise durch Rußland zur Untersuchung der drey Natur=Reiche","Dritter Theil; Reise durch das nördliche  Persien, in den Jahren 1770. 1771. bis im April 1772.",,St. Petersburg,Sankt Petersburg; (DE-588)4267026-3,Sankt Petersburg; (DE-588)4267026-3,gedruckt bey der Kayserl. Academie der Wissenschaften,Imperatorskaja Akademija Nauk; (DE-588)2034160-X,Imperatorskaja Akademija Nauk; (DE-588)2034160-X,1774,1774,"2 ungezählte Seiten, 508 Seiten, 51 gefaltete Blätter Bildtafeln",51 Illustrationen,51 ,,4°,Die Illustrationen umfassen 51 Kupferstich-illustrationen. - Vignetten und Initialen im Text ; Fußnoten ; Gedruckte Marginalien,"Bibliografischer Nachweis: VD18 90409582  ; Bibliografie Reiseliteratur Eutin ; Engelmann 859 ; Stuck I, 581",,,ger,,,VD18 90409582,,,,,,,,,Reisebericht,,,Physiographie; Russland,TravelogueD18 Asien; TravelogueD18 Orient,,47.R.10.(Vol.3); PRUNK .- 264290-C.3; MAG
AC07890909,990038274060603338,,"Niebuhr, Carsten ; (DE-588)118734784",Reisebeschreibung nach Arabien und anderen umliegenden Ländern; http://viaf.org/viaf/9334147270626435700006,,<< Carsten Niebuhrs>> Reisebeschreibung nach Arabien und anderen umliegenden Ländern,,,Kopenhagen,Kopenhagen; (DE-588)4032399-7,Kopenhagen; (DE-588)4032399-7,Gedruckt in der Hofbuchdruckerey bey Nicolaus Möller,"Møller, Nicolaus; (DE-588)1037570596","Møller, Nicolaus; (DE-588)1037570596",,    ,3 Bände,,,,4°,"Bd. 3 im Verlag Perthes, Hamburg erschienen","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 1011 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 1005 ; Chatzipanagioti-Sangmeister, 0767",,,ger,,,,,,,,,,,,Reisebericht,,,Arabien; Naher Osten; Forschungsreise; Geschichte 1761-1767; Osmanisches Reich; Orient,TravelogueD18 Asien; TravelogueD18 Orient,,
AC07890918,990038274070603338,"http://data.onb.ac.at/ABO/%2BZ114800707;
http://data.onb.ac.at/ABO/%2BZ170831205","Niebuhr, Carsten ; (DE-588)118734784",Reisebeschreibung nach Arabien und anderen umliegenden Ländern; http://viaf.org/viaf/9334147270626435700006,,<< Carsten Niebuhrs>> Reisebeschreibung nach Arabien und anderen umliegenden Ländern,Erster Band,,Kopenhagen,Kopenhagen; (DE-588)4032399-7,Kopenhagen; (DE-588)4032399-7,Gedruckt in der Hofbuchdruckerey bey Nicolaus Möller,"Møller, Nicolaus; (DE-588)1037570596","Møller, Nicolaus; (DE-588)1037570596",1774,1774,"XVI Seiten, 6 ungezählte Seiten, 504, das heißt 505 Seiten, 1 ungezählte Seite, 1 ungezähltes mehrfach gefaltetes Blatt, LXXII teilweise gefaltete Blätter","62 Illustrationen, 13 Karten",62 ,13 ,4°,"Die Illustrationen umfassen 13 gestochene Karten und 60 Kupferstichillustrationen und Pläne (gestochen von A. J. Defehrt, Georg Haas, Emanuel Martin, Abraham Heckel), 1 gestochene Titelvignette (gestochen von I. F. Clemens) und 1 gestochene Vignette mit Wappen (gestochen von I. F. Clemens). - Holzschnitt-Vignetten im Text ; Gedruckte Marginalien ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 1011 ; Chatzipanagioti-Sangmeister, 0767 ; Stuck I, 1005 ; Röhricht, Bibliotheca Geographica Palaestinae, 1484","Seite [V]-VIII: Widmungsvorrede des Verfassers an Friedrich, Erbprinzen von Dänemark, Datum 04.03.1774. - Seite IX-XVI: Vorbericht",,ger,,,,,,,,,"Defehrt, A. J.; (DE-588)1053069812 .- Fehrt, Antoine-Jean <<de>>; (DE-588)1037330145 .- Haas, Georg .- Martin, Claude Emanuel .- Heckel, Abraham .- Clemens, Johann Friderich; (DE-588)116543248","Niebuhr, Carsten; (DE-588)118734784",,Reisebericht,,,Osmanisches Reich; Forschungsreise; Geschichte 1761-1763; Naher Osten; Forschungsreise; Geschichte 1761-1763; Orient; Arabien; Forschungsreise; Geschichte 1761-1763; Altägyptisch; Hieroglyphenschrift; Inschrift; Naher Osten; Arabisch; Inschrift; Naher Osten; Landeskunde; Geschichte 1761-1763; Arabien; Landeskunde; Geschichte 1761-1763; Naher Osten; Geografie; Geodäsie; Kartografie; Geschichte 1761-1763; Arabien; Geografie; Geodäsie; Kartografie; Geschichte 1761-1763,TravelogueD18 Orient; TravelogueD18 Asien,,309801-C.1; MAG .- 62.F.17.(Vol.1); PRUNK .- UNASSIGNED
AC07890923,990038274080603338,"http://data.onb.ac.at/ABO/%2BZ11480080X;
http://data.onb.ac.at/ABO/%2BZ170831308","Niebuhr, Carsten ; (DE-588)118734784",Reisebeschreibung nach Arabien und anderen umliegenden Ländern; http://viaf.org/viaf/9334147270626435700006,,<< Carsten Niebuhrs>> Reisebeschreibung nach Arabien und anderen umliegenden Ländern,Zweyter Band,,Kopenhagen,Kopenhagen; (DE-588)4032399-7,Kopenhagen; (DE-588)4032399-7,Gedruckt in der Hofbuchdruckerey bey Nicolaus Möller,"Møller, Nicolaus; (DE-588)1037570596","Møller, Nicolaus; (DE-588)1037570596",1778,1778,"16 ungezählte Seiten, 479 Seiten, LII teilweise gefaltete Blätter","29 Illustrationen, 18 Karten, 6 Schriftbeispiele",29 ,18 ,4°,"Die Illustrationen sind 18 Kupferstich-Karten, 28 Kupferstich-illustrationen und Pläne (gestochen von Peter Haas, Meno Haas), 6 gestochene Schriftbeispiele, 1 gestochene Titelvignette (gestochen von I. F. Clemens). - Holzschnitt-Vignetten und Initialen ; Gedruckte Marginalien ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 1011 ; Stuck I, 1005 ; Chatzipanagioti-Sangmeister, 0767 ; Röhricht, Bibliotheca Geographica Palaestinae, 1484",Ungezählte Seite 5-6: Vorerinnerung,,ger,,,,,,,,,"Haas, Peter; (DE-588)119064162 .- Haas, Georg .- Haas, Meno; (DE-588)122996399 .- Clemens, Johann Friderich; (DE-588)116543248",,,Reisebericht,,,Indien; Forschungsreise; Geschichte 1763-1764; Mesopotamien; Forschungsreise; Geschichte 1764-1766; Persepolis; Keilschrift; Inschrift; Indien; Landeskunde; Geschichte 1764-1766; Naher Osten; Landeskunde; Geschichte 1764-1766; Indien; Geografie; Geodäsie; Kartografie; Geschichte 1763-1764; Naher Osten; Geografie; Geodäsie; Kartografie; Geschichte 1764-1766; Orient; Osmanisches Reich,TravelogueD18 Asien; TravelogueD18 Orient,,309801-C.2; MAG .- 62.F.17.(Vol.2); PRUNK .- UNASSIGNED
AC07152452,990043054570603338,http://data.onb.ac.at/ABO/%2BZ160256302,"Niebuhr, Carsten ; (DE-588)118734784",,,Beschreibung von Arabien; Aus eigenen Beobachtungen und im Lande selbst gesammleten Nachrichten; abgefasset von Carsten Niebuhr,,,Kopenhagen,Kopenhagen; (DE-588)4032399-7 .- Leipzig; (DE-588)4035206-7,Kopenhagen; (DE-588)4032399-7,Gedruckt n der Hofbuchdruckerey bey Nicolaus Möller,"Møller, Nicolaus; (DE-588)1037570596","Møller, Nicolaus; (DE-588)1037570596",1772,1772,"XLVII, 431 Seiten, 1 ungezähltes gefaltetes Blatt, XXIV teilweise gefaltete Blätter, 1 ungezähltes gefaltetes Blatt","19 Illustrationen, 5 Karten , 1 Schriftbeispiel",19 ,5 ,4°,"Die Illustrationen sind 1 illustrierende Kupferstich-Vignette auf dem Titelblatt (gestochen von J. F. Clemens), 1 Kupferstich-Vignette mit Wappen auf Seite V (gestochen von J. F. Clemens),  5 Kupferstich-Karten, 1 Schriftbeispiel,  17 Kupferstichillustrationen, 1 genealogische Tafel.  - Illustratoren und Kupferstecher: Johan Frederik Clemens (1749-1831) ; Georg Wilhelm Bauernfeind ( -1763) ; de Fehrt (Vorname Bertrand? A. J. ; J. A.) (1723-1774), Claude Emanuel Martin","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 1009 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 1004 ; Chatzipanagioti-Sangmeister, 0762","Seite III-VI: Widmungsvorrede des Verfassers an Friedrich V., König von Dänemark, Datum Kopenhagen 15.09.1772. - Seite VII-XLVII: Vorberichte. - Vorlageform der Veröffentlichungsangabe: Kopenhagen, 1772. Gedruckt in der Hofbuchdruckerey bey Nicolaus Möller. In Leipzig zu bekommen bey B. C. Breitkopf und Sohn. -",Literaturangaben,ger,,,,,,,"Breitkopf, Bernhard Christoph; (DE-588)119355272",,"Bauernfeind, Georg Wilhelm; (DE-588)1019727713 .- Clemens, Johann Friderich; (DE-588)116543248 .- Defehrt, A. J.; (DE-588)1053069812 .- Martin, Claude Emanuel","Niebuhr, Carsten; (DE-588)118734784",,Reisebericht,,,Naher Osten; Forschungsreise; Geschichte 1761-1763; Arabien; Forschungsreise; Geschichte 1761-1763; Arabisch; Inschrift; Naher Osten; Landeskunde; Geschichte 1761-1763; Arabien; Landeskunde; Geschichte 1761-1763; Naher Osten; Geografie; Geodäsie; Kartografie; Geschichte 1761-1763; Arabien; Geografie; Geodäsie; Kartografie; Geschichte 1761-1763,TravelogueD18 Asien; TravelogueD18 Orient,,309834-C; MAG .- 393730-C; MAG .- UNASSIGNED
AC10806069,990043281480603338,,"Ferriol, Charles <<de>> ; (DE-588)123458595",Recueil de cent estampes représentant différentes nations du Levant; 1714-1715,,"Wahreste und neueste Abbildung Des Türckischen Hofes/; welche nach denen Gemählden/ so der Königliche Französische Ambassadeur, Monsr. de Ferriol, Zeit seiner Gesandtschafft in Constantinopel im Jahr 1707. und 1708. Durch einen geschickten Mahler nach den Leben hat verfertigen lassen/ Jn fünff und sechzig Kupffer-Blatten gebracht worden. Nebst einer aus dem Französischen ins Teutsche übersetzten Beschreibung.",[1],[Zweite Auflage],Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,zu finden bey Christoph Weigeln; Gedruckt bey Adam Jonathan Felßecker,"Weigel, Christoph; (DE-588)118630067","Felsecker, Adam Jonathan; (DE-588)133027929",1723,1723,"14 ungezählte Seiten, 108 Seiten, 65 Blältter Bildtafeln, 1 ungezähltes gefaltetes Blatt",66 Illustrationen,66 ,,4°,Die Illustrationen sind 66 Kupferstich-Illustrationen (gestochen von Christoph Weigel und Johann Kenkel). - Initialen ; Vignetten,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0349 ; Bibliografie Reiseliteratur Eutin",,,ger,fre,Aus dem Französischen übersetzt,,,,,"Le Hay, Jacques; (DE-588)1015384447 .- Vanmour, Jean-Baptiste; (DE-588)128481404","Vanmour, Jean-Baptiste; (DE-588)128481404","Weigel, Christoph; (DE-588)118630067 .- Kenckel, Johann; (DE-588)123984599",,,Reisebericht,,,Hof; Türken; Bild; Osmanisches Reich; Gesandtschaft; Geschichte 1692-1695; Osmanisches Reich; Gesandtschaft; Geschichte 1696-1698,TravelogueD18 Asien; TravelogueD18 Orient,,261664-B.1; MAG
